r,u,residual
1.728000000000000114e+01,4.999790832587319156e-01,6.113463646823219088e-13
1.728999999999999915e+01,4.999792426498082532e-01,-4.284610710201527473e-13
1.730000000000000071e+01,4.999794008194144990e-01,3.888885042407864891e-13
1.730999999999999872e+01,4.999795577769708954e-01,-5.967864207962603326e-13
1.732000000000000028e+01,4.999797135318246877e-01,6.805443109207990303e-13
1.733000000000000185e+01,4.999798680932502903e-01,-6.407268444700084517e-13
1.733999999999999986e+01,4.999800214704503420e-01,5.250996518366677669e-13
1.735000000000000142e+01,4.999801736725557610e-01,-2.174716138032416375e-13
1.735999999999999943e+01,4.999803247086267444e-01,-9.254067035780778883e-14
1.737000000000000099e+01,4.999804745876530454e-01,3.024590912588490414e-13
1.737999999999999901e+01,4.999806233185545845e-01,-2.296043741910341754e-13
1.739000000000000057e+01,4.999807709101821152e-01,-1.531994133924930021e-13
1.740000000000000213e+01,4.999809173713176125e-01,3.597642618722815024e-13
1.741000000000000014e+01,4.999810627106748284e-01,-5.716500250017798792e-13
1.742000000000000171e+01,4.999812069369000134e-01,6.817044220684350970e-13
1.742999999999999972e+01,4.999813500585720827e-01,-6.203014530164026796e-13
1.744000000000000128e+01,4.999814920842036159e-01,7.331569094773220108e-13
1.744999999999999929e+01,4.999816330222408567e-01,-6.356052663189406659e-13
1.746000000000000085e+01,4.999817728810647677e-01,4.020479538992206749e-13
1.746999999999999886e+01,4.999819116689910303e-01,-5.023654884909290819e-13
1.748000000000000043e+01,4.999820493942709887e-01,5.891059633113173571e-13
1.749000000000000199e+01,4.999821860650917604e-01,-1.971011496834082282e-13
1.750000000000000000e+01,4.999823216895771250e-01,-1.133061895854494197e-13
1.751000000000000156e+01,4.999824562757877455e-01,-3.359135180961320436e-13
1.751999999999999957e+01,4.999825898317217798e-01,6.954918630127548051e-13
1.753000000000000114e+01,4.999827223653152131e-01,-4.943847273329983558e-13
1.753999999999999915e+01,4.999828538844426906e-01,3.529851408285995373e-13
1.755000000000000071e+01,4.999829843969175736e-01,-3.131075250859167731e-13
1.755999999999999872e+01,4.999831139104927713e-01,2.465286237785912615e-14
1.757000000000000028e+01,4.999832424328609637e-01,5.164381144171609987e-13
1.758000000000000185e+01,4.999833699716551560e-01,-8.364941906413748832e-13
1.758999999999999986e+01,4.999834965344493454e-01,5.932191445035141621e-13
1.760000000000000142e+01,4.999836221287585203e-01,-4.066444137628799204e-14
1.760999999999999943e+01,4.999837467620396048e-01,1.499410491685775277e-13
1.762000000000000099e+01,4.999838704416916246e-01,-4.230062823896128549e-13
1.762999999999999901e+01,4.999839931750563182e-01,-5.238002173217355239e-14
1.764000000000000057e+01,4.999841149694184139e-01,1.583748249342817717e-13
1.765000000000000213e+01,4.999842358320061853e-01,1.802778890812951939e-13
1.766000000000000014e+01,4.999843557699918950e-01,-5.044052507658270280e-14
1.767000000000000171e+01,4.999844747904922393e-01,-7.670012975780266841e-14
1.767999999999999972e+01,4.999845929005687362e-01,-3.059487050064855964e-14
1.769000000000000128e+01,4.999847101072281697e-01,-7.836870694862072950e-14
1.769999999999999929e+01,4.999848264174230339e-01,1.352784800411760413e-13
1.771000000000000085e+01,4.999849418380519217e-01,-1.782168349392021164e-13
1.771999999999999886e+01,4.999850563759600242e-01,3.801993520648915730e-13
1.773000000000000043e+01,4.999851700379394082e-01,-1.543312385101302218e-13
1.774000000000000199e+01,4.999852828307296271e-01,1.065353806878370979e-13
1.775000000000000000e+01,4.999853947610179428e-01,-3.117596165694790609e-13
1.776000000000000156e+01,4.999855058354398807e-01,-1.403443177068421002e-13
1.776999999999999957e+01,4.999856160605795075e-01,1.928483243101864744e-13
1.778000000000000114e+01,4.999857254429698750e-01,2.277997347097668671e-13
1.778999999999999915e+01,4.999858339890934644e-01,2.806991250697029976e-14
1.780000000000000071e+01,4.999859417053825750e-01,-3.738457731741301167e-13
1.780999999999999872e+01,4.999860485982197122e-01,1.345685836339063435e-13
1.782000000000000028e+01,4.999861546739378659e-01,4.147249166502398662e-13
1.783000000000000185e+01,4.999862599388210094e-01,-7.036016857338257217e-13
1.783999999999999986e+01,4.999863643991045992e-01,5.767731832928107679e-13
1.785000000000000142e+01,4.999864680609755752e-01,-3.040729431332526598e-13
1.785999999999999943e+01,4.999865709305731931e-01,-1.647988233914208719e-13
1.787000000000000099e+01,4.999866730139890802e-01,2.620513474523912013e-13
1.787999999999999901e+01,4.999867743172676793e-01,2.139309423918522510e-13
1.789000000000000057e+01,4.999868748464066925e-01,9.305200297224152858e-15
1.790000000000000213e+01,4.999869746073574150e-01,-6.171210344583594404e-13
1.791000000000000014e+01,4.999870736060251231e-01,2.622798140493640779e-13
1.792000000000000171e+01,4.999871718482692406e-01,1.055351243508639413e-13
1.792999999999999972e+01,4.999872693399039503e-01,2.277981901451875488e-13
1.794000000000000128e+01,4.999873660866984149e-01,-3.038360934512008074e-13
1.794999999999999929e+01,4.999874620943772219e-01,3.262040514195565155e-13
1.796000000000000085e+01,4.999875573686205499e-01,-5.352852533088285928e-13
1.796999999999999886e+01,4.999876519150647791e-01,5.380831113420685586e-13
1.798000000000000043e+01,4.999877457393024915e-01,-2.710626495515329774e-13
1.799000000000000199e+01,4.999878388468831925e-01,-1.458733616924612776e-13
1.800000000000000000e+01,4.999879312433133660e-01,3.744828522765067304e-13
1.801000000000000156e+01,4.999880229340568638e-01,-3.869249526965265647e-13
1.801999999999999957e+01,4.999881139245354045e-01,3.084400412978720177e-13
1.803000000000000114e+01,4.999882042201286292e-01,-3.780422852559195629e-13
1.803999999999999915e+01,4.999882938261747123e-01,2.404559059783045174e-13
1.805000000000000071e+01,4.999883827479704168e-01,3.847904220461492025e-13
1.805999999999999872e+01,4.999884709907715941e-01,-6.405389632449450281e-13
1.807000000000000028e+01,4.999885585597935722e-01,3.310758556481050059e-13
1.808000000000000185e+01,4.999886454602111563e-01,-2.202654234425102013e-13
1.808999999999999986e+01,4.999887316971592943e-01,2.666053300960533013e-13
1.810000000000000142e+01,4.999888172757331328e-01,-1.121485499740743227e-13
1.810999999999999943e+01,4.999889022009885164e-01,4.574407763218129707e-14
1.812000000000000099e+01,4.999889864779421544e-01,-1.017157599357074583e-13
1.812999999999999901e+01,4.999890701115720093e-01,2.449110350065825939e-13
1.814000000000000057e+01,4.999891531068175188e-01,-3.594752817592491208e-13
1.815000000000000213e+01,4.999892354685800400e-01,5.028523893929113370e-13
1.816000000000000014e+01,4.999893172017229048e-01,-3.252984640375705910e-13
1.817000000000000171e+01,4.999893983110720308e-01,-4.735605365683201429e-13
1.817999999999999972e+01,4.999894788014159763e-01,7.418469028628126689e-13
1.819000000000000128e+01,4.999895586775061629e-01,-4.608030405716539730e-13
1.819999999999999929e+01,4.999896379440575411e-01,4.413600132604391497e-13
1.821000000000000085e+01,4.999897166057484243e-01,-3.776004540241486435e-13
1.821999999999999886e+01,4.999897946672211546e-01,4.503871206767393357e-13
1.823000000000000043e+01,4.999898721330820472e-01,-3.900409813981063080e-13
1.824000000000000199e+01,4.999899490079020015e-01,-1.301760841158691316e-13
1.825000000000000000e+01,4.999900252962165004e-01,9.203996017180732844e-14
1.826000000000000156e+01,4.999901010025259995e-01,2.266875078169467437e-13
1.826999999999999957e+01,4.999901761312962045e-01,-3.530376896938560100e-13
1.828000000000000114e+01,4.999902506869584040e-01,4.812794341024754130e-13
1.828999999999999915e+01,4.999903246739095253e-01,-1.594933028243735135e-13
1.830000000000000071e+01,4.999903980965126893e-01,-1.897247536272443787e-13
1.830999999999999872e+01,4.999904709590972662e-01,2.360576461068303843e-13
1.832000000000000028e+01,4.999905432659591531e-01,-1.682251500136121378e-13
1.833000000000000185e+01,4.999906150213611622e-01,6.665060857554121893e-14
1.833999999999999986e+01,4.999906862295331322e-01,-3.858796536885172662e-13
1.835000000000000142e+01,4.999907568946723169e-01,4.586895880185316789e-13
1.835999999999999943e+01,4.999908270209434402e-01,1.236801752084861015e-13
1.837000000000000099e+01,4.999908966124791965e-01,-5.574828915862163007e-13
1.837999999999999901e+01,4.999909656733804164e-01,3.407388625675236357e-13
1.839000000000000057e+01,4.999910342077161229e-01,2.831880024244435396e-13
1.840000000000000213e+01,4.999911022195240307e-01,-5.102530715777388618e-13
1.841000000000000014e+01,4.999911697128107679e-01,3.830643027308506046e-13
1.842000000000000171e+01,4.999912366915518769e-01,-1.847669078977929149e-13
1.842999999999999972e+01,4.999913031596923685e-01,-3.851175723225210598e-13
1.844000000000000128e+01,4.999913691211467781e-01,4.830835358237003333e-13
1.844999999999999929e+01,4.999914345797993320e-01,3.259841583841966285e-13
1.846000000000000085e+01,4.999914995395043915e-01,-7.492134997006888518e-13
1.846999999999999886e+01,4.999915640040866749e-01,6.790711439132751811e-13
1.848000000000000043e+01,4.999916279773411465e-01,-3.132997108265390246e-13
1.849000000000000199e+01,4.999916914630337383e-01,-3.424370258780354607e-13
1.850000000000000000e+01,4.999917544649012391e-01,6.288479497032660394e-13
1.851000000000000156e+01,4.999918169866515161e-01,-7.124262910776016909e-13
1.851999999999999957e+01,4.999918790319640705e-01,6.309329109267788958e-13
1.853000000000000114e+01,4.999919406044897596e-01,-3.534187393236396186e-13
1.853999999999999915e+01,4.999920017078515189e-01,1.861857336124647828e-13
1.855000000000000071e+01,4.999920623456441948e-01,-2.116299049693189539e-14
1.855999999999999872e+01,4.999921225214349896e-01,6.667798489215471473e-14
1.857000000000000028e+01,4.999921822387635717e-01,-1.901095657773796909e-13
1.858000000000000185e+01,4.999922415011423538e-01,2.174551204835718202e-13
1.858999999999999986e+01,4.999923003120566034e-01,-4.941909950160935363e-13
1.860000000000000142e+01,4.999923586749648319e-01,3.162828422821560548e-13
1.860999999999999943e+01,4.999924165932987385e-01,2.779834619489942866e-13
1.862000000000000099e+01,4.999924740704636550e-01,-2.216494829016202534e-13
1.862999999999999901e+01,4.999925311098387115e-01,-2.554076559655468846e-13
1.864000000000000057e+01,4.999925877147769482e-01,5.335244645114824028e-13
1.865000000000000213e+01,4.999926438886054814e-01,-2.905453282749537874e-13
1.866000000000000014e+01,4.999926996346259478e-01,-1.829024308327580105e-13
1.867000000000000171e+01,4.999927549561144491e-01,5.588467719676656767e-14
1.867999999999999972e+01,4.999928098563218293e-01,1.642643016618692696e-13
1.869000000000000128e+01,4.999928643384738969e-01,-1.348402024302562088e-13
1.869999999999999929e+01,4.999929184057716469e-01,5.321474099089670254e-13
1.871000000000000085e+01,4.999929720613913164e-01,-9.180536770550496665e-13
1.871999999999999886e+01,4.999930253084848841e-01,7.442077581755975383e-13
1.873000000000000043e+01,4.999930781501797372e-01,-3.690182613571847377e-13
1.874000000000000199e+01,4.999931305895794487e-01,3.862082301566140629e-13
1.875000000000000000e+01,4.999931826297634996e-01,-6.870615187892781250e-13
1.876000000000000156e+01,4.999932342737878344e-01,4.716117925364067629e-13
1.876999999999999957e+01,4.999932855246846386e-01,1.367315217576313652e-13
1.878000000000000114e+01,4.999933363854628943e-01,-4.366391137747955252e-13
1.878999999999999915e+01,4.999933868591084352e-01,5.490984197025475981e-13
1.880000000000000071e+01,4.999934369485839469e-01,-6.747203268865723533e-13
1.880999999999999872e+01,4.999934866568295222e-01,4.365277264011327429e-13
1.882000000000000028e+01,4.999935359867623830e-01,8.721915325591417766e-14
1.883000000000000185e+01,4.999935849412774358e-01,1.810873696698659220e-14
1.883999999999999986e+01,4.999936335232472717e-01,-2.634265770165426009e-13
1.885000000000000142e+01,4.999936817355223884e-01,-1.532334161537319867e-13
1.885999999999999943e+01,4.999937295809313009e-01,3.846674069218238685e-13
1.887000000000000099e+01,4.999937770622807087e-01,-2.932578000931545994e-13
1.887999999999999901e+01,4.999938241823558283e-01,4.245238806162640469e-14
1.889000000000000057e+01,4.999938709439203377e-01,2.780348154390039467e-13
1.890000000000000213e+01,4.999939173497166545e-01,-1.590149968715861661e-13
1.891000000000000014e+01,4.999939634024661572e-01,-1.884676605952794837e-13
1.892000000000000171e+01,4.999940091048692414e-01,1.474923660682830439e-13
1.892999999999999972e+01,4.999940544596054859e-01,2.384893142210386605e-13
1.894000000000000128e+01,4.999940994693338747e-01,-5.390381177496312919e-13
1.894999999999999929e+01,4.999941441366930195e-01,5.106808775320900262e-13
1.896000000000000085e+01,4.999941884643010481e-01,-3.569062526413252197e-14
1.896999999999999886e+01,4.999942324547561046e-01,-6.322208035590136149e-14
1.898000000000000043e+01,4.999942761106362932e-01,-2.439875517771848766e-13
1.899000000000000199e+01,4.999943194344999009e-01,-1.520611791471208234e-13
1.900000000000000000e+01,4.999943624288855082e-01,6.269056910849924304e-13
1.901000000000000156e+01,4.999944050963121001e-01,-2.812037089491294887e-13
1.901999999999999957e+01,4.999944474392794547e-01,-2.661375034760707066e-13
1.903000000000000114e+01,4.999944894602680323e-01,4.963218194738101873e-13
1.903999999999999915e+01,4.999945311617391419e-01,-4.030141066780341236e-13
1.905000000000000071e+01,4.999945725461353296e-01,1.666484462514180144e-13
1.905999999999999872e+01,4.999946136158802124e-01,-2.260988994867624876e-13
1.907000000000000028e+01,4.999946543733788662e-01,4.166738328945393348e-13
1.908000000000000185e+01,4.999946948210177711e-01,-3.595155561112482539e-13
1.908999999999999986e+01,4.999947349611651992e-01,-2.423027578758938359e-14
1.910000000000000142e+01,4.999947747961711042e-01,6.120897855948527477e-13
1.910999999999999943e+01,4.999948143283673430e-01,-9.390656605298483149e-13
1.912000000000000099e+01,4.999948535600680644e-01,5.959882169690746377e-13
1.912999999999999901e+01,4.999948924935693206e-01,-6.710918771332216484e-14
1.914000000000000057e+01,4.999949311311497335e-01,1.021083688123640095e-13
1.915000000000000213e+01,4.999949694750703277e-01,-3.166213664640040836e-13
1.916000000000000014e+01,4.999950075275748085e-01,2.141898926458056258e-14
1.917000000000000171e+01,4.999950452908895615e-01,2.302174202687796653e-13
1.917999999999999972e+01,4.999950827672238751e-01,-3.212130481618683084e-14
1.919000000000000128e+01,4.999951199587701067e-01,-7.417579962729656078e-15
1.919999999999999929e+01,4.999951568677037383e-01,-5.770615463423410746e-14
1.921000000000000085e+01,4.999951934961835431e-01,-1.725006419885024168e-16
1.921999999999999886e+01,4.999952298463516964e-01,3.380849334314723047e-13
1.923000000000000043e+01,4.999952659203338867e-01,-5.460167621685993358e-13
1.924000000000000199e+01,4.999953017202395933e-01,2.761306718739886827e-13
1.925000000000000000e+01,4.999953372481619196e-01,1.723286016030416287e-13
1.926000000000000156e+01,4.999953725061779819e-01,-7.251234053777107723e-13
1.926999999999999957e+01,4.999954074963490203e-01,1.038971574166882574e-12
1.928000000000000114e+01,4.999954422207201765e-01,-1.083562700091535353e-12
1.928999999999999915e+01,4.999954766813212714e-01,7.833579775456225348e-13
1.930000000000000071e+01,4.999955108801661385e-01,7.396300038699081016e-14
1.930999999999999872e+01,4.999955448192534013e-01,-3.518574105329271408e-13
1.932000000000000028e+01,4.999955785005663067e-01,-4.175205729801521220e-13
1.933000000000000185e+01,4.999956119260728360e-01,4.997276950678251493e-13
1.933999999999999986e+01,4.999956450977257605e-01,2.371101850230772205e-13
1.935000000000000142e+01,4.999956780174629745e-01,-6.024632056449681443e-13
1.935999999999999943e+01,4.999957106872075507e-01,7.971630701271674305e-13
1.937000000000000099e+01,4.999957431088675741e-01,-5.296359705081873849e-13
1.937999999999999901e+01,4.999957752843367520e-01,-1.205402736773813837e-13
1.939000000000000057e+01,4.999958072154940814e-01,3.730377634053327364e-13
1.940000000000000213e+01,4.999958389042041262e-01,-1.553199149538023465e-13
1.941000000000000014e+01,4.999958703523172399e-01,-4.483964719132220358e-14
1.942000000000000171e+01,4.999959015616695091e-01,-4.186680038857491142e-13
1.942999999999999972e+01,4.999959325340829763e-01,3.673852767025685391e-13
1.944000000000000128e+01,4.999959632713655844e-01,6.283017091670100554e-14
1.944999999999999929e+01,4.999959937753115091e-01,2.943535875058366153e-13
1.946000000000000085e+01,4.999960240477011042e-01,-9.508244364955494108e-14
1.946999999999999886e+01,4.999960540903011230e-01,-6.057353657062537864e-13
1.948000000000000043e+01,4.999960839048647743e-01,3.651941571044740973e-13
1.949000000000000199e+01,4.999961134931316664e-01,-2.919150297844540502e-14
1.950000000000000000e+01,4.999961428568281963e-01,3.517958716834849846e-13
1.951000000000000156e+01,4.999961719976674379e-01,-2.447663846490811352e-13
1.951999999999999957e+01,4.999962009173494204e-01,-2.491463319329334264e-13
1.953000000000000114e+01,4.999962296175610721e-01,2.358954543852055587e-13
1.953999999999999915e+01,4.999962580999763317e-01,-1.117370722738473795e-14
1.955000000000000071e+01,4.999962863662563706e-01,7.223548325557100584e-16
1.955999999999999872e+01,4.999963144180495922e-01,1.451431851459123845e-13
1.957000000000000028e+01,4.999963422569917437e-01,-2.675083157634021750e-13
1.958000000000000185e+01,4.999963698847060822e-01,2.864682869610614489e-13
1.958999999999999986e+01,4.999963973028033193e-01,-5.630451297871867493e-13
1.960000000000000142e+01,4.999964245128819540e-01,3.580143551189669251e-13
1.960999999999999943e+01,4.999964515165280510e-01,1.100599582085308567e-13
1.962000000000000099e+01,4.999964783153156289e-01,1.863917758591920491e-13
1.962999999999999901e+01,4.999965049108066051e-01,-7.024826608192687313e-13
1.964000000000000057e+01,4.999965313045510173e-01,5.886325597734704809e-13
1.965000000000000213e+01,4.999965574980868022e-01,-1.932603776751801953e-14
1.966000000000000014e+01,4.999965834929402941e-01,4.816157080883595016e-14
1.967000000000000171e+01,4.999966092906260595e-01,-5.266702244038127493e-13
1.967999999999999972e+01,4.999966348926471182e-01,2.624768063313850832e-13
1.969000000000000128e+01,4.999966603004948329e-01,-2.624137436167312573e-14
1.969999999999999929e+01,4.999966855156492418e-01,5.991432674197432026e-13
1.971000000000000085e+01,4.999967105395789480e-01,-8.728323041957728270e-13
1.971999999999999886e+01,4.999967353737415077e-01,3.121364165290871763e-13
1.973000000000000043e+01,4.999967600195830419e-01,2.001983080791099219e-14
1.974000000000000199e+01,4.999967844785387361e-01,2.152554420940014064e-13
1.975000000000000000e+01,4.999968087520327287e-01,8.069740375559058296e-14
1.976000000000000156e+01,4.999968328414782781e-01,-6.528367027809731278e-13
1.976999999999999957e+01,4.999968567482778736e-01,5.156385280204471479e-13
1.978000000000000114e+01,4.999968804738230688e-01,-2.624726071126095108e-14
1.978999999999999915e+01,4.999969040194949255e-01,-3.469187769136177234e-13
1.980000000000000071e+01,4.999969273866639030e-01,3.699296761405593145e-13
1.980999999999999872e+01,4.999969505766898581e-01,1.581067782611589350e-13
1.982000000000000028e+01,4.999969735909223223e-01,-1.798454590682058499e-13
1.983000000000000185e+01,4.999969964307005021e-01,-4.022245919265796002e-13
1.983999999999999986e+01,4.999970190973533346e-01,2.821399028608128224e-13
1.985000000000000142e+01,4.999970415921994871e-01,-1.179274631998891411e-13
1.985999999999999943e+01,4.999970639165476349e-01,2.860919233293002879e-13
1.987000000000000099e+01,4.999970860716963506e-01,4.617384457368447354e-14
1.987999999999999901e+01,4.999971080589343253e-01,-7.153739927861614090e-14
1.989000000000000057e+01,4.999971298795403696e-01,-4.169058400627619548e-13
1.990000000000000213e+01,4.999971515347835238e-01,3.201734662556760620e-13
1.991000000000000014e+01,4.999971730259230029e-01,1.128385640299126795e-13
1.992000000000000171e+01,4.999971943542084740e-01,-2.965937401736514937e-13
1.992999999999999972e+01,4.999972155208800562e-01,3.845597183557532885e-13
1.994000000000000128e+01,4.999972365271682651e-01,-4.432279657545961976e-13
1.994999999999999929e+01,4.999972573742943460e-01,1.661934305018368286e-13
1.996000000000000085e+01,4.999972780634700520e-01,1.577432239645519660e-13
1.996999999999999886e+01,4.999972985958979210e-01,2.456575253547560456e-13
1.998000000000000043e+01,4.999973189727712763e-01,-5.268153836692968301e-13
1.999000000000000199e+01,4.999973391952743929e-01,2.094659280390934636e-13
2.000000000000000000e+01,4.999973592645823306e-01,-1.780103842108360368e-13
2.001000000000000156e+01,4.999973791818612678e-01,1.133919018287639276e-13
2.001999999999999957e+01,4.999973989482683900e-01,1.057315518207278056e-13
2.003000000000000114e+01,4.999974185649520564e-01,-7.444869871394620099e-14
2.003999999999999915e+01,4.999974380330518553e-01,2.496284117351381469e-13
2.005000000000000071e+01,4.999974573536986044e-01,-4.713983775031483584e-13
2.005999999999999872e+01,4.999974765280145728e-01,9.411452173655203337e-14
2.007000000000000028e+01,4.999974955571133139e-01,3.872139557588578609e-13
2.008000000000000185e+01,4.999975144420998885e-01,-6.023737285519613279e-13
2.008999999999999986e+01,4.999975331840710302e-01,5.521965827852038538e-13
2.010000000000000142e+01,4.999975517841148687e-01,5.595710462827589834e-14
2.010999999999999943e+01,4.999975702433113733e-01,-3.408838077189605184e-13
2.012000000000000099e+01,4.999975885627322425e-01,-2.081861294684142494e-15
2.012999999999999901e+01,4.999976067434409033e-01,3.804094674283643892e-14
2.014000000000000057e+01,4.999976247864926782e-01,-1.499110198124243334e-13
2.015000000000000213e+01,4.999976426929348405e-01,6.106703921298782029e-13
2.016000000000000014e+01,4.999976604638065592e-01,-3.950521567719031559e-13
2.017000000000000171e+01,4.999976781001392312e-01,-3.353725673071014424e-13
2.017999999999999972e+01,4.999976956029562603e-01,2.870407358613757834e-13
2.019000000000000128e+01,4.999977129732731673e-01,4.089850328762197334e-13
2.019999999999999929e+01,4.999977302120977574e-01,-4.831191827288294977e-13
2.021000000000000085e+01,4.999977473204302303e-01,-1.309498512807545564e-13
2.021999999999999886e+01,4.999977642992630145e-01,3.890209673294241753e-13
2.023000000000000043e+01,4.999977811495809332e-01,-5.269367903839344467e-15
2.024000000000000199e+01,4.999977978723613714e-01,-1.798986958300946115e-13
2.025000000000000000e+01,4.999978144685742198e-01,-1.150929488894144594e-13
2.026000000000000156e+01,4.999978309391819309e-01,2.044909569445748531e-13
2.026999999999999957e+01,4.999978472851395739e-01,-3.210177080970202614e-13
2.028000000000000114e+01,4.999978635073950017e-01,5.354392964676217136e-13
2.028999999999999915e+01,4.999978796068886844e-01,-5.552093544647441537e-13
2.030000000000000071e+01,4.999978955845540973e-01,2.905290267023674048e-13
2.030999999999999872e+01,4.999979114413173886e-01,2.909479443694261154e-13
2.032000000000000028e+01,4.999979271780977119e-01,-5.656940357796328458e-13
2.033000000000000185e+01,4.999979427958072820e-01,4.816594805805516765e-13
2.033999999999999986e+01,4.999979582953511525e-01,-4.721809363141609111e-13
2.035000000000000142e+01,4.999979736776276606e-01,4.351305011118768233e-13
2.035999999999999943e+01,4.999979889435280933e-01,-1.544698117238724861e-13
2.037000000000000099e+01,4.999980040939370762e-01,-5.251227504780789509e-14
2.037999999999999901e+01,4.999980191297324073e-01,1.505871809355779217e-13
2.039000000000000057e+01,4.999980340517851674e-01,-1.401658338094026506e-13
2.040000000000000213e+01,4.999980488609598317e-01,-4.135461036504031350e-13
2.041000000000000014e+01,4.999980635581142696e-01,9.489808293958925664e-13
2.042000000000000171e+01,4.999980781440996336e-01,-5.457218363872030415e-13
2.042999999999999972e+01,4.999980926197608588e-01,4.261469217393541904e-14
2.044000000000000128e+01,4.999981069859362193e-01,-1.202816113616905162e-13
2.044999999999999929e+01,4.999981212434576605e-01,1.248074584825205845e-14
2.046000000000000085e+01,4.999981353931507444e-01,-1.812081765263582050e-13
2.046999999999999886e+01,4.999981494358347600e-01,3.383491242518005623e-13
2.048000000000000043e+01,4.999981633723226682e-01,-1.688310949377047621e-13
2.049000000000000199e+01,4.999981772034213234e-01,4.395656470447423947e-13
2.050000000000000000e+01,4.999981909299313076e-01,-1.388320353001491986e-13
2.051000000000000156e+01,4.999982045526472074e-01,-3.246083043714746453e-13
2.051999999999999957e+01,4.999982180723575032e-01,-2.065491756438769968e-13
2.053000000000000114e+01,4.999982314898446245e-01,6.781791667625648571e-13
2.053999999999999915e+01,4.999982448058849505e-01,-5.430172431930215562e-13
2.055000000000000071e+01,4.999982580212491423e-01,4.710064117627267897e-13
2.055999999999999872e+01,4.999982711367017552e-01,-2.687787303472263345e-13
2.057000000000000028e+01,4.999982841530016819e-01,-9.405379572110188604e-14
2.058000000000000185e+01,4.999982970709019314e-01,-2.251274563519187254e-13
2.058999999999999986e+01,4.999983098911497947e-01,3.346064656315699915e-13
2.060000000000000142e+01,4.999983226144867898e-01,3.577785317232097897e-13
2.060999999999999943e+01,4.999983352416488280e-01,-8.321773913048667354e-13
2.062000000000000099e+01,4.999983477733663251e-01,5.273078288519051179e-13
2.062999999999999901e+01,4.999983602103638680e-01,-1.317896080561732646e-13
2.064000000000000057e+01,4.999983725533607148e-01,3.902693198813459124e-13
2.065000000000000213e+01,4.999983848030705169e-01,-2.608475716769148367e-13
2.066000000000000014e+01,4.999983969602015965e-01,-1.920871234878784980e-15
2.067000000000000171e+01,4.999984090254567803e-01,-8.324365761340069404e-14
2.067999999999999972e+01,4.999984209995335660e-01,-9.339512292986823261e-14
2.069000000000000128e+01,4.999984328831241220e-01,-1.790922681070844654e-13
2.069999999999999929e+01,4.999984446769153434e-01,6.203998667437543924e-13
2.071000000000000085e+01,4.999984563815887961e-01,-6.241030748574061534e-13
2.071999999999999886e+01,4.999984679978210500e-01,3.723585146882677285e-13
2.073000000000000043e+01,4.999984795262832904e-01,1.203177960268620686e-13
2.074000000000000199e+01,4.999984909676417066e-01,-4.329655673917629603e-13
2.075000000000000000e+01,4.999985023225574365e-01,2.130009689445497650e-13
2.076000000000000156e+01,4.999985135916864554e-01,2.248236118959229946e-13
2.076999999999999957e+01,4.999985247756797979e-01,-5.694633699025921779e-13
2.078000000000000114e+01,4.999985358751836140e-01,4.319520893204694173e-13
2.078999999999999915e+01,4.999985468908389463e-01,2.766088291063193379e-13
2.080000000000000071e+01,4.999985578232820638e-01,-6.614260421428457039e-13
2.080999999999999872e+01,4.999985686731444612e-01,7.663252407458047264e-13
2.082000000000000028e+01,4.999985794410525819e-01,-6.222871108368016306e-13
2.083000000000000185e+01,4.999985901276283728e-01,-2.032165841228486151e-14
2.083999999999999986e+01,4.999986007334888405e-01,1.609781033132671983e-13
2.085000000000000142e+01,4.999986112592463283e-01,2.821148923469256773e-13
2.085999999999999943e+01,4.999986217055085169e-01,-4.095717719238034074e-13
2.087000000000000099e+01,4.999986320728785349e-01,1.066883764109815999e-13
2.087999999999999901e+01,4.999986423619547926e-01,-3.684329342738194672e-14
2.089000000000000057e+01,4.999986525733312037e-01,6.450428325607113667e-14
2.090000000000000213e+01,4.999986627075971302e-01,2.028163655286637109e-13
2.091000000000000014e+01,4.999986727653374374e-01,-3.880783918847511175e-13
2.092000000000000171e+01,4.999986827471326056e-01,2.991385554518798118e-13
2.092999999999999972e+01,4.999986926535585630e-01,-1.719423297769101809e-13
2.094000000000000128e+01,4.999987024851869633e-01,2.003409112241523159e-13
2.094999999999999929e+01,4.999987122425850194e-01,8.469199882639434857e-14
2.096000000000000085e+01,4.999987219263156701e-01,-1.879065181554428956e-13
2.096999999999999886e+01,4.999987315369375795e-01,-2.886621358316608421e-13
2.098000000000000043e+01,4.999987410750051375e-01,6.643206665831736504e-13
2.099000000000000199e+01,4.999987505410684041e-01,-3.363833548576473709e-13
2.100000000000000000e+01,4.999987599356734425e-01,-1.943689918004267117e-13
2.101000000000000156e+01,4.999987692593620414e-01,-2.557952197419160217e-13
2.101999999999999957e+01,4.999987785126718820e-01,9.063127930721725416e-13
2.103000000000000114e+01,4.999987876961364264e-01,-8.359557168546147393e-13
2.103999999999999915e+01,4.999987968102853619e-01,3.800480737010476291e-13
2.105000000000000071e+01,4.999988058556440462e-01,-1.321634475032818282e-13
2.105999999999999872e+01,4.999988148327340065e-01,1.540774472029863280e-13
2.107000000000000028e+01,4.999988237420727177e-01,-1.221910960385384800e-13
2.108000000000000185e+01,4.999988325841737691e-01,-1.040549156275773221e-13
2.108999999999999986e+01,4.999988413595468084e-01,5.085096902868405929e-13
2.110000000000000142e+01,4.999988500686975423e-01,-2.080421800968510927e-13
